"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"TIPT","Tiptree Inc.","7.79","$269.24M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/tipt",
"TITN","Titan Machinery Inc.","13.47","$301.11M","2007","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/titn",
"TMDI","Titan Medical Inc.","0.6165","$24M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/tmdi",
"TTNP","Titan Pharmaceuticals, Inc.","0.152","$8.72M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/ttnp",
"TVTY","Tivity Health, Inc.","22.65","$1.08B","n/a","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/tvty",
"TIVO","TiVo Corporation","7.81","$989.08M","n/a","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/tivo",
"TLSA","Tiziana Life Sciences plc","2.7013","$73.73M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tlsa",
"TKKS","TKK Symphony Acquisition Corporation","8.16","$256.63M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tkks",
"TKKSR","TKK Symphony Acquisition Corporation","0.27","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tkksr",
"TKKSU","TKK Symphony Acquisition Corporation","8.005","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tkksu",
"TKKSW","TKK Symphony Acquisition Corporation","0.07","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tkksw",
"TMUS","T-Mobile US, Inc.","78.55","$67.21B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tmus",
"TMSR","TMSR Holding Company Limited","0.9753","$21.23M","2015","Finance","Business Services","https://old.nasdaq.com/symbol/tmsr",
"TOCA","Tocagen Inc.","0.655","$15.65M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/toca",
"TNXP","Tonix Pharmaceuticals Holding Corp.","1.13","$1.78M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tnxp",
"TOPS","TOP Ships Inc.","0.7667","$3.45M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/tops",
"TRCH","Torchlight Energy Resources, Inc.","0.7277","$54.04M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/trch",
"TRMD","TORM plc","9.9","$732.09M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/trmd",
"TOTA","Tottenham Acquisition I Limited","10.4435","$62.3M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tota",
"TOTAR","Tottenham Acquisition I Limited","0.2","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/totar",
"TOTAU","Tottenham Acquisition I Limited","10.53","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/totau",
"TOTAW","Tottenham Acquisition I Limited","0.0701","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/totaw",
"TBLT","ToughBuilt Industries, Inc.","0.1965","$5.53M","2018","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tblt",
"TBLTW","ToughBuilt Industries, Inc.","0.007","n/a","2018","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tbltw",
"TSEM","Tower Semiconductor Ltd.","21.92","$2.34B","1994","Technology","Semiconductors","https://old.nasdaq.com/symbol/tsem",
"CLUB","Town Sports International Holdings, Inc.","1.54","$43.12M","2006","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/club",
"TOWN","Towne Bank","28.15","$2.04B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/town",
"TPIC","TPI Composites, Inc.","18.05","$635.01M","2016","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tpic",
"TCON","TRACON Pharmaceuticals, Inc.","3.6","$11.3M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/tcon",
"TSCO","Tractor Supply Company","94.44","$11.18B","1994","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/tsco",
"TW","Tradeweb Markets Inc.","44.73","$9.95B","2019","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/tw",
"TWMC","Trans World Entertainment Corp.","2.7","$4.9M","n/a","Consumer Services","Consumer Electronics/Video Chains","https://old.nasdaq.com/symbol/twmc",
"TACT","TransAct Technologies Incorporated","11.21","$83.74M","1996","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/tact",
"TRNS","Transcat, Inc.","32.79","$241.27M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/trns",
"TGA","TransGlobe Energy Corporation","1.13","$81.97M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tga",
"TBIO","Translate Bio, Inc.","10.05","$603.22M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/tbio",
"TMDX","TransMedics Group, Inc.","18.75","$396.82M","2019","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/tmdx",
"TA","TravelCenters of America Inc. ","10.17","$82.23M","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/ta",
"TANNI","TravelCenters of America Inc. ","25.58","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/tanni",
"TANNL","TravelCenters of America Inc. ","25.2","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/tannl",
"TANNZ","TravelCenters of America Inc. ","25.57","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/tannz",
"TZOO","Travelzoo","10.33","$120.64M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/tzoo",
"TRMT","Tremont Mortgage Trust","5.04","$41.53M","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/trmt",
"TRVN","Trevena, Inc.","0.6855","$63.47M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/trvn",
"TRVI","Trevi Therapeutics, Inc.","3.52","$62.78M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/trvi",
"TPCO","Tribune Publishing Company","12.52","$447.56M","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/tpco",
"TCDA","Tricida, Inc.","39.96","$1.97B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tcda",
"TCBK","TriCo Bancshares","38.65","$1.18B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tcbk",
"TDAC","Trident Acquisitions Corp.","10.53","$277M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tdac",
"TDACU","Trident Acquisitions Corp.","10.85","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tdacu",
"TDACW","Trident Acquisitions Corp.","0.12","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tdacw",
"TRIL","Trillium Therapeutics Inc.","0.3304","$9.26M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tril",
"TRS","TriMas Corporation","30.98","$1.4B","2007","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/trs",
"TRMB","Trimble Inc.","40.53","$10.21B","1990","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/trmb",
"TRIB","Trinity Biotech plc","1.01","$21.11M","1992","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/trib",
"TCOM","Trip.com Group Limited","33.24","$19.56B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/tcom",
"TRIP","TripAdvisor, Inc.","28.4","$3.96B","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/trip",
"TSC","TriState Capital Holdings, Inc.","24.23","$710.04M","2013","Finance","Major Banks","https://old.nasdaq.com/symbol/tsc",
"TSCAP","TriState Capital Holdings, Inc.","26.74","$784.17M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tscap",
"TSCBP","TriState Capital Holdings, Inc.","26.8597","$75.21M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tscbp",
"TBK","Triumph Bancorp, Inc.","35.86","$909.33M","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/tbk",
"TRVG","trivago N.V.","2.33","$819.83M","2016","Technology","EDP Services","https://old.nasdaq.com/symbol/trvg",
"TROV","TrovaGene, Inc.","1.43","$11.07M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/trov",
"TRUE","TrueCar, Inc.","5.25","$559.63M","2014","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/true",
"TRUP","Trupanion, Inc.","34.08","$1.19B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/trup",
"TRST","TrustCo Bank Corp NY","8.78","$850.93M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/trst",
"TRMK","Trustmark Corporation","34.36","$2.21B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/trmk",
"TSRI","TSR, Inc.","3.2001","$6.28M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/tsri",
"TTEC","TTEC Holdings, Inc.","45.93","$2.13B","1996","Technology","Professional Services","https://old.nasdaq.com/symbol/ttec",
"TTMI","TTM Technologies, Inc.","13.41","$1.41B","2000","Technology","Electrical Products","https://old.nasdaq.com/symbol/ttmi",
"TC","TuanChe Limited","2.3","$166.34M","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/tc",
"TCX","Tucows Inc.","56.75","$605.15M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/tcx",
"TUES","Tuesday Morning Corp.","1.58","$75.27M","1999","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/tues",
"TOUR","Tuniu Corporation","2.53","$312.04M","2014","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/tour",
"TPTX","Turning Point Therapeutics, Inc.","56.22","$2.02B","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tptx",
"HEAR","Turtle Beach Corporation","8.34","$121.07M","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/hear",
"THCB","Tuscan Holdings Corp.","9.9","$351.32M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thcb",
"THCBU","Tuscan Holdings Corp.","10.5","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thcbu",
"THCBW","Tuscan Holdings Corp.","0.69","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thcbw",
"THCA","Tuscan Holdings Corp. II","9.79","$215.26M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thca",
"THCAU","Tuscan Holdings Corp. II","10.075","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thcau",
"THCAW","Tuscan Holdings Corp. II","0.4301","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thcaw",
"BROG","Twelve Seas Investment Company","10.28","$275.29M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/brog",
"BROGR","Twelve Seas Investment Company","0.63","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/brogr",
"BROGU","Twelve Seas Investment Company","11.42","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/brogu",
"BROGW","Twelve Seas Investment Company","0.5599","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/brogw",
"TWIN","Twin Disc, Incorporated","10.18","$135.72M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/twin",
"TWST","Twist Bioscience Corporation","23.83","$783.36M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/twst",
"TRCB","Two River Bancorp","21.325","$186.73M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/trcb",
"TYME","Tyme Technologies, Inc.","1.13","$126.5M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tyme",
"USCR","U S Concrete, Inc.","40.93","$681.88M","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/uscr",
"PRTS","U.S. Auto Parts Network, Inc.","2.24","$80.54M","2007","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/prts",
"USEG","U.S. Energy Corp.","0.3375","$4.52M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/useg",
"GROW","U.S. Global Investors, Inc.","1.45","$21.94M","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/grow",
"USAU","U.S. Gold Corp.","0.8","$18.86M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/usau",
"USWS","U.S. Well Services, Inc.","1.6","$109.41M","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/usws",
"USWSW","U.S. Well Services, Inc.","0.21","n/a","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/uswsw",
"UFPT","UFP Technologies, Inc.","46.35","$344.3M","1993","Capital Goods","Containers/Packaging","https://old.nasdaq.com/symbol/ufpt",
"ULTA","Ulta Beauty, Inc.","233.86","$13.76B","2007","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/ulta",
"UCTT","Ultra Clean Holdings, Inc.","22.24","$885.28M","2004","Technology","Semiconductors","https://old.nasdaq.com/symbol/uctt",
"RARE","Ultragenyx Pharmaceutical Inc.","39.65","$2.29B","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rare",
"ULBI","Ultralife Corporation","8.47","$134.31M","1992","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ulbi",
"UMBF","UMB Financial Corporation","67.27","$3.3B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/umbf",
"UMPQ","Umpqua Holdings Corporation","16.37","$3.6B","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/umpq",
"UNAM","Unico American Corporation","6.25","$33.17M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/unam",
"LATNU","Union Acquisition Corp. II","10.095","$176.66M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/latnu",
"UNB","Union Bankshares, Inc.","33.98","$151.82M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/unb",
"QURE","uniQure N.V.","55.66","$2.43B","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/qure",
"UAL","United Airlines Holdings, Inc.","92.8","$23.48B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/ual",
"UBCP","United Bancorp, Inc.","12.7457","$75.7M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ubcp",
"UBOH","United Bancshares, Inc.","22.4","$73.3M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/uboh",
"UBSI","United Bankshares, Inc.","37.87","$3.85B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ubsi",
"UCBI","United Community Banks, Inc.","31","$2.45B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ucbi",
"UCFC","United Community Financial Corp.","11.11","$534.25M","n/a","Finance","Banks","https://old.nasdaq.com/symbol/ucfc",
"UFCS","United Fire Group, Inc","43.94","$1.11B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ufcs",
"UIHC","United Insurance Holdings Corp.","12.69","$548.65M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/uihc",
"UNFI","United Natural Foods, Inc.","9.12","$487.32M","2019","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/unfi",
"UBFO","United Security Bancshares","10.44","$177M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ubfo",
"USLM","United States Lime & Minerals, Inc.","102.87","$577.39M","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/uslm",
"UTHR","United Therapeutics Corporation","92.26","$4.05B","1999","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/uthr",
"UG","United-Guardian, Inc.","20.25","$93.03M","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/ug",
"UNIT","Uniti Group Inc.","6.72","$1.3B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/unit",
"UNTY","Unity Bancorp, Inc.","22.15","$240.56M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/unty",
"UBX","Unity Biotechnology, Inc.","7.72","$354.67M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ubx",
"OLED","Universal Display Corporation","194.22","$9.15B","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/oled",
"UEIC","Universal Electronics Inc.","55.6","$771.69M","1993","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/ueic",
"UFPI","Universal Forest Products, Inc.","49.6","$3.04B","1993","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/ufpi",
"ULH","Universal Logistics Holdings, Inc.","19.94","$565.97M","n/a","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/ulh",
"USAP","Universal Stainless & Alloy Products, Inc.","13.85","$121.71M","1994","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/usap",
"UVSP","Univest Financial Corporation","26.11","$765.72M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/uvsp",
"UMRX","Unum Therapeutics Inc.","0.7355","$22.55M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/umrx",
"TTTN","UP Fintech China-U.S. Internet Titans ETF","28.2995","$8.6M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tttn",
"TIGR","UP Fintech Holding Limited","3.58","$516.77M","2019","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/tigr",
"UPLD","Upland Software, Inc.","38.71","$977.37M","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/upld",
"UPWK","Upwork Inc.","11.65","$1.31B","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/upwk",
"UONE","Urban One, Inc. ","2.08","$95.83M","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/uone",
"UONEK","Urban One, Inc. ","1.99","$91.69M","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/uonek",
"URBN","Urban Outfitters, Inc.","25.66","$2.51B","1993","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/urbn",
"MYT","Urban Tea, Inc.","0.6037","$15.81M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/myt",
"URGN","UroGen Pharma Ltd.","31.64","$663.79M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/urgn",
"UROV","Urovant Sciences Ltd.","11.3","$343.31M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/urov",
"ECOL","US Ecology, Inc.","54.99","$1.21B","n/a","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/ecol",
"ECOLW","US Ecology, Inc.","9.06","n/a","n/a","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/ecolw",
"USAK","USA Truck, Inc.","7.61","$65.3M","1992","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/usak",
"USIO","Usio, Inc.","1.864","$31.8M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/usio",
"UTMD","Utah Medical Products, Inc.","106.82","$397.49M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/utmd",
"UTSI","UTStarcom Holdings Corp","3","$106.85M","2000","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/utsi",
"UXIN","Uxin Limited","2.49","$730.95M","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/uxin",
"VCNX","Vaccinex, Inc.","4.95","$73.57M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vcnx",
"VLRX","Valeritas Holdings, Inc.","1.63","$11.67M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/vlrx",
"VALX","Validea Market Legends ETF","27.0476","$21.64M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/valx",
"VLY","Valley National Bancorp","11.58","$3.84B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/vly",
"VLYPO","Valley National Bancorp","26.66","$106.64M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/vlypo",
"VLYPP","Valley National Bancorp","27.83","$128.02M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/vlypp",
"VTEC","Valtech SE","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vtec",
"VALU","Value Line, Inc.","27.41","$264.75M","1983","Finance","Investment Managers","https://old.nasdaq.com/symbol/valu",
"VNDA","Vanda Pharmaceuticals Inc.","16.73","$892.33M","2006","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vnda",
"BBH","VanEck Vectors Biotech ETF","141.3","$373.95M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bbh",
"PPH","VanEck Vectors Pharmaceutical ETF","62.1403","$188.79M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pph",
"VWOB","Vanguard Emerging Markets Government Bond ETF","79.92","$1.57B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vwob",
"VNQI","Vanguard Global ex-U.S. Real Estate ETF","60.46","$5.95B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vnqi",
"VCIT","Vanguard Intermediate-Term Corporate Bond ETF","91.38","$25.28B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vcit",
"VGIT","Vanguard Intermediate-Term Treasury ETF","66.35","$4.37B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vgit",
"VIGI","Vanguard International Dividend Appreciation ETF","69.92","$1.39B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vigi",
"VYMI","Vanguard International High Dividend Yield ETF","61.8","$1.29B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vymi",
"VCLT","Vanguard Long-Term Corporate Bond ETF","101.81","$4.22B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vclt",
"VGLT","Vanguard Long-Treasury ETF","86.11","$1.52B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vglt",
"VMBS","Vanguard Mortgage-Backed Securities ETF","53.26","$10.84B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vmbs",
"VONE","Vanguard Russell 1000 ETF","144.21","$1.29B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vone",
"VONG","Vanguard Russell 1000 Growth ETF","176.13","$3.22B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vong",
"VONV","Vanguard Russell 1000 Value ETF","117.52","$2.18B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vonv",
"VTWO","Vanguard Russell 2000 ETF","130.08","$1.56B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vtwo",
"VTWG","Vanguard Russell 2000 Growth ETF","152.73","$324.55M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vtwg",
"VTWV","Vanguard Russell 2000 Value ETF","109.0779","$280.88M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vtwv",
"VTHR","Vanguard Russell 3000 ETF","143","$479.05M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vthr",
"VCSH","Vanguard Short-Term Corporate Bond ETF","81.08","$25.75B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vcsh",
"VTIP","Vanguard Short-Term Inflation-Protected Securities Index Fund","49.19","$6.9B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vtip",
"VGSH","Vanguard Short-Term Treasury ETF","60.91","$5.91B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vgsh",
"BND","Vanguard Total Bond Market ETF","84.29","$47.44B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bnd",
"VTC","Vanguard Total Corporate Bond ETF","88.9","$293.37M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vtc",
"BNDX","Vanguard Total International Bond ETF","58.16","$24.29B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bndx",
"VXUS","Vanguard Total International Stock ETF","53.96","$17.33B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vxus",
"BNDW","Vanguard Total World Bond ETF","79.9319","$237.8M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bndw",
"VREX","Varex Imaging Corporation","29.94","$1.15B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/vrex",
"VRNS","Varonis Systems, Inc.","78.11","$2.38B","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/vrns",
"VBLT","Vascular Biogenics Ltd.","1.3","$46.65M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vblt",
"VXRT","Vaxart, Inc.","0.325","$12.46M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/vxrt",
"VBIV","VBI Vaccines, Inc.","0.8983","$57.56M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vbiv",
"VTIQ","VectoIQ Acquisition Corp.","10.27","$304.4M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/vtiq",
"VTIQU","VectoIQ Acquisition Corp.","10.8","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/vtiqu",
"VTIQW","VectoIQ Acquisition Corp.","0.59","$17.49M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/vtiqw",
"VECO","Veeco Instruments Inc.","13.69","$669.48M","1994","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/veco",
"VERO","Venus Concept Inc. ","3.2","$94.94M","2017","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/vero",
"VEON","VEON Ltd.","2.64","$4.62B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/veon",
"VRA","Vera Bradley, Inc.","11.04","$375.23M","2010","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/vra",
"VCYT","Veracyte, Inc.","28.72","$1.4B","2013","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/vcyt",
"VSTM","Verastem, Inc.","1.37","$101.86M","2012","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vstm",
"VERB","Verb Technology Company, Inc.","0.895","$20.82M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/verb",
"VERBW","Verb Technology Company, Inc.","0.3113","n/a","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/verbw",
"VCEL","Vericel Corporation","18.66","$834M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/vcel",
"VERY","Vericity, Inc.","19.4","$390.43M","2019","Finance","Life Insurance","https://old.nasdaq.com/symbol/very",
"VRNT","Verint Systems Inc.","48.61","$3.25B","2002","Technology","EDP Services","https://old.nasdaq.com/symbol/vrnt",
"VRSN","VeriSign, Inc.","190.74","$22.39B","1998","Technology","EDP Services","https://old.nasdaq.com/symbol/vrsn",
"VRSK","Verisk Analytics, Inc.","147.48","$24.17B","2009","Technology","EDP Services","https://old.nasdaq.com/symbol/vrsk",
"VBTX","Veritex Holdings, Inc.","26.01","$1.35B","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/vbtx",
"VERI","Veritone, Inc.","3.02","$67.11M","2017","Technology","EDP Services","https://old.nasdaq.com/symbol/veri",
